gsa_building_no,address,city,state,zipcode,latitude,longitude,costar_number,bldg_rsf,total_leased_rsf,percent_govt_leased,total_annual_rent,rent_prsf,remaining_total_term,remaining_firm_term
DC0707,1025 F STREET NW,WASHINGTON,DC,20004-1412,38.897326,-77.026549,359859,498920,210773,42.25,8698290.93,41.27,4.03,4.03
DC0343,901 D ST SW,WASHINGTON,DC,20024-2169,38.884867,-77.024199,129029,400215,186880,46.69,8594541.61,45.99,2.75,2.75
DC0194,1100 1ST ST NE,WASHINGTON,DC,20002-4221,38.905893,-77.005889,1511247,347608,186678,53.7,8539305.18,45.74,8.9,8.9
TX2291,1301 YOUNG ST,DALLAS,TX,75202-5433,32.777293,-96.799372,409355,387749,387749,100,8524643.51,21.98,5.54,5.54
DC1184,"1100 L STREET, NW",WASHINGTON,DC,20005-4035,38.903698,-77.027076,129224,362640,253392,69.87,8392148.34,33.12,2.61,2.07
CA4664,5045 E. BUTLER AVE.,FRESNO,CA,93727-5136,36.728674,-119.725034,5339960,531976,531976,100,8383941.76,15.76,9.67,9.67
DC0328,1400 NEW YORK AVE NW,WASHINGTON,DC,20005-2107,38.899068,-77.032718,129504,171580,168158,98.01,8376943.44,49.82,2.42,2.42
MD0291,4700 RIVER ROAD,RIVERDALE PARK,MD,20737-1228,38.97106,-76.927799,143502,337500,337500,100,8241462.46,24.42,2.87,2.87
VA0266,3100 CLARENDON BLVD,ARLINGTON,VA,22201-5302,38.886435,-77.09521668,137275,259331,221084,85.25,8214624.26,37.16,6.17,1.17
VA0905,2200 CRYSTAL DR,ARLINGTON,VA,22202-3713,38.853165,-77.04956,137562,283312,278101,98.16,8177372.58,29.4,3.87,3.87
MD1301,3700 EAST WEST HIGHWAY,HYATTSVILLE,MD,20782-2015,38.966582,-76.951583,142286,394948,392578,99.4,8168217.8,20.81,0.5,0.5
MD0421,10 S HOWARD ST,BALTIMORE,MD,21201-2526,39.28883,-76.619426,140172,306560,306560,100,8150946.87,26.59,6,6
VA0908,2733 CRYSTAL DR,ARLINGTON,VA,22202-3553,38.85686,-77.056134,693241,306593,224208,73.13,8116185.2,36.2,6.31,5.31
NJ5001,1900 RIVER ROAD,BURLINGTON,NJ,08016-2108,40.116809,-74.82677,1162833,1048631,1048631,100,8059430.44,7.69,8.71,8.71
DC0068,1201 MARYLAND AVE SW,WASHINGTON,DC,20024-2149,38.884472,-77.02921,129950,506600,159192,31.42,8017625.07,50.36,4.8,3.8
DC0347,1801 L ST NW,WASHINGTON,DC,20036-3811,38.903723,-77.041818,129674,206180,196023,95.07,7916922.98,40.39,6.64,6.64
MA5780,1 CENTER PLAZA,BOSTON,MA,02108-1887,42.359974,-71.061252,222362,208502,118175,56.68,7902640.04,66.87,2.33,1.33
NY6488,BLDG NO.77 JFK AIRPORT,NEW YORK-QUEENS,NY,11430-1807,40.666268,-73.809779,GSA,275826,145912,52.9,7784256.85,53.35,0.21,0.21
AZ7902,21711 North 7th Street,PHOENIX,AZ,85024-,,,GSA,210202,210202,100,7724923.5,36.75,19.85,19.85
VA0820,BUILDING ONE,HERNDON,VA,20170-4729,38.9647339,-77.3737883,665787,235201,235201,100,7698892.39,32.73,8.68,8.68
VA0007,9325 DISCOVERY BLVD,MANASSAS,VA,20109-3992,38.757524,-77.532518,6890225,227383,216285,95.12,7675620.02,35.49,10.67,10.67
CO1977,1595 WYNKOOP STREET,DENVER,CO,80202-1129,39.751452,-105.001538,886736,276471,248849,90.01,7653246.58,30.75,4.75,4.75
DC0852,"1722 EYE STREET, N.W.",WASHINGTON,DC,20006-3705,38.901287,-77.040739,130531,181617,180564,99.42,7584014.98,42,0.4,0.06
DC0363,500 N CAPITOL ST NW,WASHINGTON,DC,20001-1531,38.89617,-77.009072,129508,211818,175698,82.95,7563032.89,43.05,0,0
AL1007,106 WYNN DRIVE,HUNTSVILLE,AL,35805-1957,34.717509,-86.653032,6701821,390290,386821,99.11,7555989.85,19.53,1.25,0.25
CO1811,1999 BROADWAY,DENVER,CO,80202-3025,39.748844,-104.987388,393606,680276,252009,37.05,7527856.92,29.87,3.45,2.04
MD0221,1325 E WEST HWY,SILVER SPRING,MD,20910-3280,38.992965,-77.031704,131110,288250,281748,97.74,7461347.84,26.48,1.75,1.75
MD0296,6701 ROCKLEDGE DRIVE,BETHESDA,MD,20817-1814,39.029832,-77.13291,130757,258900,247130,95.45,7385935.44,29.89,3.25,3.25
NY7375,233 BROADWAY,NEW YORK-MANHATTAN,NY,10279-0001,40.711994,-74.007745,157041,935633,168588,18.02,7161618.24,42.48,3.58,0.16
MD0236,1305 E WEST HWY,SILVER SPRING,MD,20910-3278,38.992775,-77.031528,132177,286000,285844,99.95,7098961.15,24.84,1.09,1.09
MI1984,211 W FORT ST,DETROIT,MI,48226-3202,42.329985,-83.048813,461355,450000,308884,68.64,7082287.01,22.93,6.42,1.48
WA7962,300 5TH AVE S,SEATTLE,WA,98104-2398,47.599973,-122.327672,521898,280364,183282,65.37,7051209.3,38.47,8.13,8.13
VA0895,5611 COLUMBIA PIKE,FALLS CHURCH,VA,22041-5000,38.853067,-77.123016,111847,258248,258248,100,7006091.23,27.13,1.25,0.25
DC0377,500 1ST ST NW,WASHINGTON,DC,20001-2025,38.907848,-77.018489,129551,129035,129035,100,6976640.61,54.07,4.33,4.33
DC0335,950 L'ENFANT PLAZA,WASHINGTON,DC,20024-2123,38.885259,-77.025815,129027,279681,177352,63.41,6858007.91,38.67,3.06,3.06
DC0045,1717 H STREET,WASHINGTON,DC,20006-3900,38.900213,-77.039834,129423,320032,149988,46.87,6854798.13,45.7,5.98,5.98
DC0557,1125 15TH ST NW,WASHINGTON,DC,20005-2702,38.904096,-77.034556,129281,263020,133189,50.64,6803413.19,51.08,2.31,2.3
PA0642,1650 ARCH STREET,PHILADELPHIA,PA,19103-2029,39.954929,-75.167429,48092,564125,309310,54.83,6786917.94,21.94,1.16,0
VA1432,1800 N KENT ST,ARLINGTON,VA,22209-2109,38.896125,-77.069458,137352,240573,176676,73.44,6741259.6,38.16,8.67,8.67
DC0345,1990 K STREET N W,WASHINGTON,DC,20006-1103,38.902373,-77.044738,122998,269000,159764,59.39,6735258.34,42.16,0.59,0.55
DC0216,"633 INDIANA AVENUE, NW",WASHINGTON,DC,20004-2908,38.894322,-77.020254,129436,151300,151300,100,6682247.82,44.17,8.5,8.5
VA1639,801 FOLLIN LN SE,VIENNA,VA,22180-4908,38.903017,-77.245436,136468,190038,190038,100,6582884.66,34.64,8.81,8.81
CA7456,1325 BROADWAY,FRESNO,CA,93726-1111,36.737,-119.795319,1541406,180481,180481,100,6546689.97,36.27,6.67,1.67
WA7321,1200 6TH AVE,SEATTLE,WA,98101-3123,47.608461,-122.331991,470544,314591,176946,56.25,6538068.24,36.95,2.21,0.04
CA6426,"1325 ""J"" STREET",SACRAMENTO,CA,95814-2911,38.579091,-121.488879,340414,348407,229617,65.9,6506051.55,28.33,6.96,6.96
MN1685,1501 FREEWAY BOULEVARD,BROOKLYN CENTER,MN,55430-1705,,,GSA,162530,162530,100,6437813.2,39.61,19.78,19.78
MD1012,2600 LORD BALTIMORE DRIVE,WOODLAWN,MD,21244-2606,39.328028,-76.751297,8026541,155755,155755,100,6424776.18,41.25,2.25,2.25
IL2457,525 WEST VAN BUREN,CHICAGO,IL,60607-3823,41.876749,-87.640287,433020,522000,141538,27.11,6386110.38,45.12,3.33,2.33
NC2645,7915 MICROSOFT WAY,CHARLOTTE,NC,28273-8200,35.140434,-80.920668,7282077,171460,171460,100,6385170.4,37.24,14.22,14.22
NY6470,10 METROTECH CENTER,NEW YORK-KINGS,NY,11201-5432,40.688733,-73.98045,179833,416403,182302,43.78,6353224.7,34.85,0.36,0.36
NY7340,130 SOUTH ELMWOOD,BUFFALO,NY,14201-2310,42.901,-78.877165,1299316,270082,252392,93.45,6303209.45,24.97,3.79,0.4
CA6990,611 W SIXTH ST,LOS ANGELES,CA,90017-3101,34.049023,-118.255583,248853,715463,193112,26.99,6272540.42,32.48,5.33,2.99
IL2177,200 W ADAMS ST,CHICAGO,IL,60606-5208,41.879408,-87.633771,144360,677222,218229,32.22,6265653.4,28.71,3.49,1.67
CO2029,8000 EAST 36TH AVE.,DENVER,CO,80238-3559,39.758718,-104.890701,6274547,175155,175155,100,6211145.56,35.46,17.95,17.95
TX2422,ONE JUSTICE WAY,DALLAS,TX,75220-5220,32.855315,-96.888531,8000077,226175,226175,100,6160187.24,27.24,10.53,10.53
VA0208,3101 PARK CENTER DRIVE,ALEXANDRIA,VA,22302-1500,38.835884,-77.103586,137633,218864,213300,97.46,6137868.7,28.78,2.75,2.58
VA0888,2675 PROSPERITY AVE,FAIRFAX,VA,22031-4906,38.880908,-77.231366,531622,224496,198095,88.24,6098623.52,30.79,2.65,2.65
DC0316,999 E ST NW,WASHINGTON,DC,20463-0002,38.895947,-77.025951,129197,162038,157960,97.48,6053907.78,38.33,3,3
MO1867,6501 BEACON DRIVE,KANSAS CITY,MO,64133-4675,39.009261,-94.510962,6217609,327865,327865,100,6033662.14,18.4,7.92,7.92
DC1189,1310 L STREET N W,WASHINGTON,DC,20005-4113,38.903704,-77.03081,595895,142940,135901,95.08,5982359.98,44.02,1.45,1.45
VA0033,2800 S. RANDOLPH STREET,ARLINGTON,VA,22206-2370,38.840429,-77.088829,1328899,202234,189871,93.89,5968314.8,31.43,7.39,7.39
MD1828,6116 EXECUTIVE BLVD.,ROCKVILLE,MD,20852-4920,39.04805442,-77.12610241,41221,207055,163857,79.14,5916976.43,36.11,0.16,0.16
DC0368,625 INDIANA AVE NW,WASHINGTON,DC,20004-2923,38.894345,-77.020173,129214,154296,133362,86.43,5783362.56,43.37,7.43,7.43
PA0549,100 PENN SQ E,PHILADELPHIA,PA,19107-3314,39.950476,-75.162912,95816,1371438,282379,20.59,5769315.44,20.43,4.84,4.08
VA0354,1700 N MOORE ST,ARLINGTON,VA,22209-2793,38.895141,-77.07147,137358,409749,180424,44.03,5746645.76,31.85,1.87,1.87
PA6385,"1137 BRANCHTON ROAD, P.O.BOX 6",BOYERS,PA,16020-0006,41.090348,-79.906529,,1150000,580151,50.45,5646023.43,9.73,0.8,0.31
WA7594,701 5TH AVE,SEATTLE,WA,98104-7097,47.604408,-122.3299,470587,1527107,188155,12.32,5623109.32,29.89,3.53,1.92
PA0406,615 CHESTNUT ST,PHILADELPHIA,PA,19106-4404,39.949267,-75.151006,300378,375396,244090,65.02,5603966.18,22.96,4.26,2.74
DC0340,2121 VIRGINIA AVE N W,WASHINGTON,DC,20037-2911,38.896101,-77.048019,129533,135875,110294,81.17,5589961.55,50.68,5.59,5.59
MD0766,3311 TOLEDO ROAD,HYATTSVILLE,MD,20782-2064,38.968147,-76.960903,618784,178450,178450,100,5429563.46,30.43,0.75,0.75
AZ6972,40 N CENTRAL AVE,PHOENIX,AZ,85004-4424,33.448757,-112.073831,224556,473392,188145,39.74,5420074.19,28.81,3.75,0.25
VA0345,4200 WILSON BLVD,ARLINGTON,VA,22203-1800,38.879904,-77.110857,137327,176000,137141,77.92,5416281.63,39.49,2.74,2.74
IL2233,500 W MADISON ST,CHICAGO,IL,60661-4544,41.881901,-87.639739,144325,1457470,145577,9.99,5358287.1,36.81,4.95,3.7
VA0234,1225 SOUTH CLARK STREET,ARLINGTON,VA,22202-4381,38.862568,-77.051235,137331,288191,123413,42.82,5336232.09,43.24,2.35,1.26
MD0802,1 CHOKE CHERRY ROAD,ROCKVILLE,MD,20850-4030,39.113385,-77.183408,132309,228020,228020,100,5329954.04,23.37,2.4,2.15
CA7462,"855 ""M"" STREET",FRESNO,CA,93721-2716,36.734604,-119.785459,1367065,291915,147006,50.36,5322015.62,36.2,5.24,1.14
PA0493,170 S INDEPENDENCE MALL W,PHILADELPHIA,PA,19106-3323,39.948139,-75.151027,,885786,204990,23.14,5258157.03,25.65,3.31,0.15
DC1117,"1111 20TH STREET, NW",WASHINGTON,DC,20036-3402,38.902225,-77.044406,129188,162764,161725,99.36,5256265.96,32.5,6.17,3.42
DC1152,1441 L ST,WASHINGTON,DC,20005-3512,38.903721,-77.033273,129458,176071,176071,100,5250684.26,29.82,1.2,1.2
KS1540,901 N 5TH ST,KANSAS CITY,KS,66101-2907,39.115065,-94.621373,79613,203475,203475,100,5241342.44,25.76,0.2,0
IL1889,2300 EAST DEVON AVENUE,DES PLAINES,IL,60018-4696,41.995811,-87.86334,838067,239331,221206,92.43,5227138.11,23.63,8.56,7.84
OH2238,1501 LAKESIDE AVENUE,CLEVELAND,OH,44114-1138,41.508245,-81.686035,644351,121912,121912,100,5198145.78,42.64,1.84,1.84
DC0350,1400 L STREET NW,WASHINGTON,DC,20005-3509,38.903697,-77.031996,129228,169500,140560,82.93,5197617.89,36.98,3.42,3.42
MO1915,850 NW CHIPMAN RD,LEES SUMMIT,MO,64063-1873,38.922398,-94.397773,687454,484752,260013,53.64,5151060.24,19.81,2.54,0.04
MD0742,6700 ROCKLEDGE DRIVE,BETHESDA,MD,20817-3206,39.029634,-77.132653,132145,306658,159731,52.09,5128174.37,32.11,0.16,0.16
TX2152,2601 MEACHAM BLVD,FORT WORTH,TX,76137-4224,32.8244,-97.307632,422738,291369,291369,100,5052333.46,17.34,1.58,0
MO1861,901 LOCUST STREET,KANSAS CITY,MO,64106-2325,39.103331,-94.577199,76158,204607,204607,100,5049979.84,24.68,7.54,0.54
MD1863,7700 WISCONSIN AVENUE,BETHESDA,MD,20814-3578,38.986861,-77.09483,130774,328564,119536,36.38,5046655.3,42.22,3.67,3.67
NY7272,335 ADAMS STREET,NEW YORK-KINGS,NY,11201-3724,40.693035,-73.988722,179850,850975,92530,10.87,5030430.71,54.37,5.93,2.19
WA7584,1000 2ND AVE,SEATTLE,WA,98104-1094,47.605157,-122.335136,470528,448976,130786,29.13,4984194.41,38.11,3.83,3.25
DC1128,300 7TH ST SW,WASHINGTON,DC,20024-2511,38.885571,-77.021839,129656,143413,141639,98.76,4974944.96,35.12,5.67,5.67
VA0293,4401 N. FAIRFAX DR,ARLINGTON,VA,22203-1610,38.882183,-77.114319,137376,138155,138155,100,4973924.18,36,1.5,1.5
WA7595,1601 LIND AVE SW,RENTON,WA,98057-3356,47.46551,-122.223366,470625,199168,199168,100,4952892.6,24.87,3.33,3.33
VA0244,5111 LEESBURG PIKE,FALLS CHURCH,VA,22041-3251,38.845576,-77.117001,134763,318400,140993,44.28,4950326.9,35.11,0.73,0.54
VA0325,901 N STUART ST,ARLINGTON,VA,22203-1821,38.88099,-77.111644,137308,234937,130206,55.42,4947828,38,0.46,0.46
WA7878,12500 TUKWILA INTERNATIONAL BLVD,TUKWILA,WA,98168-2506,47.489671,-122.291542,5823228,125000,125000,100,4922239.99,39.38,2.53,2.53
FL3178,6061 GATE PARKWAY,JACKSONVILLE,FL,32256-7287,30.247416,-81.52179,7195110,129985,129895,99.93,4899634.92,37.72,11.89,11.89
OR6715,9109 NE CASCADES PKY,PORTLAND,OR,97220-6813,45.5758007,-122.56545,GSA,134159,134159,100,4894120.32,36.48,19.99,19.99
MN2607,5600 AMERICAN BLVD W,BLOOMINGTON,MN,55437-1173,44.855904,-93.354705,1447801,322000,244561,75.95,4891220,20,4.15,2.15
VA1320,4040 FAIRFAX DR,ARLINGTON,VA,22203-1613,38.882416,-77.108461,137383,171195,157931,92.25,4885139.78,30.93,1.22,1.22
DC1085,616 H STREET NW,WASHINGTON,DC,20001-3732,38.899803,-77.020351,129833,268343,107480,40.05,4855612.35,45.18,3.97,3.97
MD1853,3300 75TH AVENUE,LANDOVER,MD,20785-1501,38.934285,-76.882149,1404,266000,266000,100,4818625.22,18.12,7.42,7.42
TX2641,5740 UNIVERSITY HEIGHTS BLVD.,SAN ANTONIO,TX,78249-1835,29.5705861,-98.5967689,7839274,148584,148584,100,4801762.82,32.32,9.44,9.44
CA7334,301 E. OCEAN BOULEVARD,LONG BEACH,CA,90802-4828,33.766949,-118.189308,248105,383630,149032,38.85,4795180.52,32.18,5.95,2.26
VA0282,381 ELDEN ST,HERNDON,VA,20170-4879,38.967607,-77.374758,135028,183885,183086,99.57,4776127,26.09,4.54,4.54
VA0323,2451 CRYSTAL DRIVE,ARLINGTON,VA,22202-4804,38.852553,-77.049698,137434,408677,114759,28.08,4763123.76,41.51,3.86,3.86
