"r"	"g"	"b"	"cust_skey"	"r_perc"	"g_perc"	"b_perc"	"color_name"	"rank"
245	245	245	7717396841	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
211	211	211	10709020858	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
46	45	50	10709020858	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
192	192	192	7717396841	0.752941176470588	0.752941176470588	0.752941176470588	"Silver (W3C)"	136
220	220	220	7717396841	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
211	211	211	7717396841	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
47	79	79	10900593154	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
46	45	50	10900593154	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
245	245	245	5231039	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
250	240	230	5231039	0.980392156862745	0.941176470588235	0.901960784313726	"Linen"	22
220	220	220	5231039	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
211	211	211	5231039	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
105	105	105	5231039	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
46	45	50	5231039	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
47	79	79	5231039	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
46	139	87	2776351933	0.180392156862745	0.545098039215686	0.341176470588235	"Sea Green"	65
47	79	79	2776351933	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
105	105	105	2776351933	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
105	105	105	10965075385	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
128	128	128	10965075385	0.501960784313725	0.501960784313725	0.501960784313725	"Gray (W3C)"	141
46	45	50	5697163	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
245	245	245	19081597	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
230	230	250	19081597	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
230	230	250	5231039	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
245	245	245	5231039	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
220	220	220	5231039	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
250	128	114	10709020858	0.980392156862745	0.501960784313725	0.447058823529412	"Salmon"	10
205	92	92	10709020858	0.803921568627451	0.36078431372549	0.36078431372549	"Indian Red"	3
255	99	71	10709020858	1	0.388235294117647	0.27843137254902	"Tomato"	11
46	45	50	10709020858	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
0	139	139	16238488	0	0.545098039215686	0.545098039215686	"Dark Cyan"	79
220	220	220	5363467694	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
230	230	250	5363467694	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
32	178	170	2372376626	0.125490196078431	0.698039215686274	0.666666666666667	"Light Sea Green"	72
0	139	139	2372376626	0	0.545098039215686	0.545098039215686	"Dark Cyan"	79
128	128	128	17046278	0.501960784313725	0.501960784313725	0.501960784313725	"Gray (W3C)"	141
105	105	105	17046278	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
32	178	170	2133874157	0.125490196078431	0.698039215686274	0.666666666666667	"Light Sea Green"	72
46	45	50	2133874157	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
47	79	79	17046278	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
119	136	153	4603289140	0.466666666666667	0.533333333333333	0.6	"Light Slate Gray"	139
230	230	250	4603289140	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
169	169	169	4603289140	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
220	220	220	19268094	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
72	61	139	19268094	0.282352941176471	0.23921568627451	0.545098039215686	"Dark Slate Blue"	100
160	82	45	5363467694	0.627450980392157	0.32156862745098	0.176470588235294	"Sienna"	16
165	42	42	5363467694	0.647058823529412	0.164705882352941	0.164705882352941	"Brown"	4
139	69	19	5363467694	0.545098039215686	0.270588235294118	0.0745098039215686	"Saddle Brown"	18
46	45	50	7386776535	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
105	105	105	7386776535	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
220	220	220	7762246265	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
211	211	211	7762246265	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
169	169	169	7762246265	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
230	230	250	7762246265	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
46	45	50	5363467694	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
220	220	220	5363467694	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
72	61	139	14008737	0.282352941176471	0.23921568627451	0.545098039215686	"Dark Slate Blue"	100
47	79	79	14008737	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
112	128	144	14008737	0.43921568627451	0.501960784313725	0.564705882352941	"Slate Gray"	140
119	136	153	14008737	0.466666666666667	0.533333333333333	0.6	"Light Slate Gray"	139
46	45	50	2245234491	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
230	230	250	14008737	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
245	245	245	14008737	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
211	211	211	14008737	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
220	220	220	14008737	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
220	220	220	14008737	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
245	245	245	14008737	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
230	230	250	14008737	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
211	211	211	14008737	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
0	139	139	10965060281	0	0.545098039215686	0.545098039215686	"Dark Cyan"	79
0	206	209	10965060281	0	0.807843137254902	0.819607843137255	"Dark Turquoise"	81
32	178	170	10965060281	0.125490196078431	0.698039215686274	0.666666666666667	"Light Sea Green"	72
46	45	50	16606240	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
0	0	0	16606240	0	0	0	"Black"	145
255	20	147	16606240	1	0.0784313725490196	0.576470588235294	"Deep Pink"	118
220	20	60	16606240	0.862745098039216	0.0784313725490196	0.235294117647059	"Crimson"	122
255	105	180	16606240	1	0.411764705882353	0.705882352941177	"Hot Pink"	119
176	224	230	4892790	0.690196078431373	0.87843137254902	0.901960784313726	"Powder Blue"	83
47	79	79	3743067	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
105	105	105	3743067	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
176	196	222	7717396841	0.690196078431373	0.768627450980392	0.870588235294118	"Light Steel Blue"	90
119	136	153	7717396841	0.466666666666667	0.533333333333333	0.6	"Light Slate Gray"	139
245	245	245	7717396841	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
128	128	128	10709020858	0.501960784313725	0.501960784313725	0.501960784313725	"Gray (W3C)"	141
105	105	105	10709020858	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
255	99	71	10709020858	1	0.388235294117647	0.27843137254902	"Tomato"	11
220	20	60	10709020858	0.862745098039216	0.0784313725490196	0.235294117647059	"Crimson"	122
105	105	105	10457977549	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
205	133	63	2220127198	0.803921568627451	0.52156862745098	0.247058823529412	"Peru"	21
46	45	50	2245234491	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
85	107	47	2245234491	0.333333333333333	0.419607843137255	0.184313725490196	"Dark Olive Green"	51
105	105	105	2245234491	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
240	128	128	5039533	0.941176470588235	0.501960784313725	0.501960784313725	"Light Coral"	2
205	92	92	2182817894	0.803921568627451	0.36078431372549	0.36078431372549	"Indian Red"	3
250	128	114	2182817894	0.980392156862745	0.501960784313725	0.447058823529412	"Salmon"	10
255	127	80	2182817894	1	0.498039215686275	0.313725490196078	"Coral"	13
46	45	50	20127475	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
47	79	79	20127475	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
46	45	50	10709020858	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	10709020858	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
47	79	79	10709020858	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
255	182	193	2170540502	1	0.713725490196078	0.756862745098039	"Light Pink"	124
0	0	0	5363467694	0	0	0	"Black"	145
46	45	50	5363467694	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
0	0	0	2762262029	0	0	0	"Black"	145
46	45	50	2762262029	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	7053520920	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
105	105	105	7053520920	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
47	79	79	7053520920	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
160	82	45	7053520920	0.627450980392157	0.32156862745098	0.176470588235294	"Sienna"	16
165	42	42	7053520920	0.647058823529412	0.164705882352941	0.164705882352941	"Brown"	4
205	92	92	7053520920	0.803921568627451	0.36078431372549	0.36078431372549	"Indian Red"	3
230	230	250	3743067	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
245	245	245	3743067	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
255	160	122	5363467694	1	0.627450980392157	0.47843137254902	"Light Salmon"	15
255	182	193	5363467694	1	0.713725490196078	0.756862745098039	"Light Pink"	124
255	182	193	5084521	1	0.713725490196078	0.756862745098039	"Light Pink"	124
255	105	180	5084521	1	0.411764705882353	0.705882352941177	"Hot Pink"	119
220	220	220	11273385	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
119	136	153	11273385	0.466666666666667	0.533333333333333	0.6	"Light Slate Gray"	139
176	196	222	11273385	0.690196078431373	0.768627450980392	0.870588235294118	"Light Steel Blue"	90
46	45	50	8385223	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
0	0	0	8385223	0	0	0	"Black"	145
169	169	169	16238488	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
128	128	128	16238488	0.501960784313725	0.501960784313725	0.501960784313725	"Gray (W3C)"	141
192	192	192	10709020858	0.752941176470588	0.752941176470588	0.752941176470588	"Silver (W3C)"	136
211	211	211	10709020858	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
255	99	71	10709020858	1	0.388235294117647	0.27843137254902	"Tomato"	11
220	20	60	10709020858	0.862745098039216	0.0784313725490196	0.235294117647059	"Crimson"	122
47	79	79	10709020858	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
72	61	139	10709020858	0.282352941176471	0.23921568627451	0.545098039215686	"Dark Slate Blue"	100
46	45	50	10709020858	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
47	79	79	10709020858	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
105	105	105	10709020858	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
105	105	105	8385223	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
128	128	128	8385223	0.501960784313725	0.501960784313725	0.501960784313725	"Gray (W3C)"	141
105	105	105	10709020858	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
128	128	128	10709020858	0.501960784313725	0.501960784313725	0.501960784313725	"Gray (W3C)"	141
105	105	105	14443452	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
128	128	128	14443452	0.501960784313725	0.501960784313725	0.501960784313725	"Gray (W3C)"	141
240	128	128	5242401379	0.941176470588235	0.501960784313725	0.501960784313725	"Light Coral"	2
205	92	92	5242401379	0.803921568627451	0.36078431372549	0.36078431372549	"Indian Red"	3
230	230	250	8174338296	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
220	220	220	8174338296	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
47	79	79	2357890	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
46	45	50	2357890	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
176	196	222	6617917101	0.690196078431373	0.768627450980392	0.870588235294118	"Light Steel Blue"	90
72	61	139	6617917101	0.282352941176471	0.23921568627451	0.545098039215686	"Dark Slate Blue"	100
188	143	143	2182817894	0.737254901960784	0.56078431372549	0.56078431372549	"Rosy Brown"	1
190	190	190	2182817894	0.745098039215686	0.745098039215686	0.745098039215686	"Gray (X11)"	137
128	128	128	2182817894	0.501960784313725	0.501960784313725	0.501960784313725	"Gray (W3C)"	141
169	169	169	2182817894	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
192	192	192	2182817894	0.752941176470588	0.752941176470588	0.752941176470588	"Silver (W3C)"	136
205	92	92	8385223	0.803921568627451	0.36078431372549	0.36078431372549	"Indian Red"	3
219	112	147	8385223	0.858823529411765	0.43921568627451	0.576470588235294	"Pale Violet Red"	121
240	128	128	8385223	0.941176470588235	0.501960784313725	0.501960784313725	"Light Coral"	2
255	182	193	8385223	1	0.713725490196078	0.756862745098039	"Light Pink"	124
178	34	34	10032522342	0.698039215686274	0.133333333333333	0.133333333333333	"Firebrick"	5
250	235	215	59651794	0.980392156862745	0.92156862745098	0.843137254901961	"Antique White"	26
250	240	230	59651794	0.980392156862745	0.941176470588235	0.901960784313726	"Linen"	22
255	228	225	59651794	1	0.894117647058824	0.882352941176471	"Misty Rose"	9
230	230	250	25030049	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
72	61	139	8385956	0.282352941176471	0.23921568627451	0.545098039215686	"Dark Slate Blue"	100
46	45	50	14068005	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
47	79	79	14068005	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
211	211	211	4362224621	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
220	220	220	4362224621	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
255	228	225	3065709718	1	0.894117647058824	0.882352941176471	"Misty Rose"	9
255	192	203	3065709718	1	0.752941176470588	0.796078431372549	"Pink"	123
0	0	0	4435815993	0	0	0	"Black"	145
46	45	50	4435815993	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
0	0	0	59061499	0	0	0	"Black"	145
46	45	50	59061499	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
192	192	192	59061499	0.752941176470588	0.752941176470588	0.752941176470588	"Silver (W3C)"	136
211	211	211	59061499	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
238	232	170	59061499	0.933333333333333	0.909803921568627	0.666666666666667	"Pale Goldenrod"	41
190	190	190	59061499	0.745098039215686	0.745098039215686	0.745098039215686	"Gray (X11)"	137
220	220	220	9715088134	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
211	211	211	9715088134	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
25	25	112	2220127198	0.0980392156862745	0.0980392156862745	0.43921568627451	"Midnight Blue"	94
25	25	112	10772570696	0.0980392156862745	0.0980392156862745	0.43921568627451	"Midnight Blue"	94
46	45	50	2220127198	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	59651794	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
220	220	220	59651794	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
230	230	250	59651794	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
32	178	170	2025236844	0.125490196078431	0.698039215686274	0.666666666666667	"Light Sea Green"	72
72	209	204	2025236844	0.282352941176471	0.819607843137255	0.8	"Medium Turquoise"	73
32	178	170	2025236844	0.125490196078431	0.698039215686274	0.666666666666667	"Light Sea Green"	72
72	209	204	2025236844	0.282352941176471	0.819607843137255	0.8	"Medium Turquoise"	73
46	45	50	1044583	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
47	79	79	1044583	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
105	105	105	1044583	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
46	45	50	7717396841	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
210	180	140	7717396841	0.823529411764706	0.705882352941177	0.549019607843137	"Tan"	27
188	143	143	7717396841	0.737254901960784	0.56078431372549	0.56078431372549	"Rosy Brown"	1
128	128	128	5363469293	0.501960784313725	0.501960784313725	0.501960784313725	"Gray (W3C)"	141
169	169	169	5363469293	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
169	169	169	5105304	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
128	128	128	5105304	0.501960784313725	0.501960784313725	0.501960784313725	"Gray (W3C)"	141
248	248	255	5363469293	0.972549019607843	0.972549019607843	1	"Ghost White"	127
245	245	245	5363469293	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
72	61	139	5363469293	0.282352941176471	0.23921568627451	0.545098039215686	"Dark Slate Blue"	100
46	45	50	16238488	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	10965075385	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
0	0	0	2417802	0	0	0	"Black"	145
46	45	50	2417802	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
255	127	80	2417802	1	0.498039215686275	0.313725490196078	"Coral"	13
255	99	71	2417802	1	0.388235294117647	0.27843137254902	"Tomato"	11
255	99	71	1959954	1	0.388235294117647	0.27843137254902	"Tomato"	11
178	34	34	1959954	0.698039215686274	0.133333333333333	0.133333333333333	"Firebrick"	5
210	105	30	1959954	0.823529411764706	0.411764705882353	0.117647058823529	"Chocolate"	17
255	127	80	1959954	1	0.498039215686275	0.313725490196078	"Coral"	13
72	209	204	3743067	0.282352941176471	0.819607843137255	0.8	"Medium Turquoise"	73
240	230	140	3743067	0.941176470588235	0.901960784313726	0.549019607843137	"Khaki"	40
255	215	0	3743067	1	0.843137254901961	0	"Gold"	38
222	184	135	9858333558	0.870588235294118	0.72156862745098	0.529411764705882	"Burlywood"	25
233	150	122	9858333558	0.913725490196078	0.588235294117647	0.47843137254902	"Dark Salmon"	12
255	160	122	9858333558	1	0.627450980392157	0.47843137254902	"Light Salmon"	15
189	183	107	2372376626	0.741176470588235	0.717647058823529	0.419607843137255	"Dark Khaki"	42
46	45	50	4386205	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
245	245	245	4386205	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
220	220	220	4386205	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
250	240	230	4386205	0.980392156862745	0.941176470588235	0.901960784313726	"Linen"	22
105	105	105	1044583	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
47	79	79	1044583	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
46	45	50	1044583	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
0	0	0	1305359	0	0	0	"Black"	145
46	45	50	1305359	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
250	240	230	1305359	0.980392156862745	0.941176470588235	0.901960784313726	"Linen"	22
245	245	220	1305359	0.96078431372549	0.96078431372549	0.862745098039216	"Beige"	44
211	211	211	4985620457	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
153	50	204	10965075385	0.6	0.196078431372549	0.8	"Dark Orchid"	106
46	45	50	10965075385	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
176	48	96	10965075385	0.690196078431373	0.188235294117647	0.376470588235294	"Maroon (X11)"	120
220	20	60	10965075385	0.862745098039216	0.0784313725490196	0.235294117647059	"Crimson"	122
46	45	50	10709034832	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
105	105	105	9042795878	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
112	128	144	9042795878	0.43921568627451	0.501960784313725	0.564705882352941	"Slate Gray"	140
176	196	222	9042795878	0.690196078431373	0.768627450980392	0.870588235294118	"Light Steel Blue"	90
169	169	169	9042795878	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
119	136	153	9042795878	0.466666666666667	0.533333333333333	0.6	"Light Slate Gray"	139
255	192	203	9715088134	1	0.752941176470588	0.796078431372549	"Pink"	123
240	128	128	9715088134	0.941176470588235	0.501960784313725	0.501960784313725	"Light Coral"	2
250	240	230	9715088134	0.980392156862745	0.941176470588235	0.901960784313726	"Linen"	22
245	222	179	9715088134	0.96078431372549	0.870588235294118	0.701960784313725	"Wheat"	33
218	165	32	9715088134	0.854901960784314	0.647058823529412	0.125490196078431	"Goldenrod"	36
255	215	0	9715088134	1	0.843137254901961	0	"Gold"	38
255	228	196	9715088134	1	0.894117647058824	0.768627450980392	"Bisque"	23
250	235	215	9715088134	0.980392156862745	0.92156862745098	0.843137254901961	"Antique White"	26
127	255	212	6734262424	0.498039215686275	1	0.831372549019608	"Aquamarine"	70
169	169	169	10900671300	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
188	143	143	10900671300	0.737254901960784	0.56078431372549	0.56078431372549	"Rosy Brown"	1
169	169	169	7717396841	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
220	220	220	7717396841	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
211	211	211	7717396841	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
46	45	50	14765759	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
46	45	50	6734262424	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
105	105	105	19268094	0.411764705882353	0.411764705882353	0.411764705882353	"Dim Gray"	142
250	240	230	16238488	0.980392156862745	0.941176470588235	0.901960784313726	"Linen"	22
220	220	220	16238488	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
250	235	215	16238488	0.980392156862745	0.92156862745098	0.843137254901961	"Antique White"	26
184	134	11	10965075385	0.72156862745098	0.525490196078431	0.0431372549019608	"Dark Goldenrod"	35
205	133	63	10965075385	0.803921568627451	0.52156862745098	0.247058823529412	"Peru"	21
240	230	140	5363467694	0.941176470588235	0.901960784313726	0.549019607843137	"Khaki"	40
222	184	135	5363467694	0.870588235294118	0.72156862745098	0.529411764705882	"Burlywood"	25
189	183	107	5363467694	0.741176470588235	0.717647058823529	0.419607843137255	"Dark Khaki"	42
72	61	139	6856977	0.282352941176471	0.23921568627451	0.545098039215686	"Dark Slate Blue"	100
199	21	133	10709020858	0.780392156862745	0.0823529411764706	0.52156862745098	"Medium Violet Red"	117
219	112	147	10709020858	0.858823529411765	0.43921568627451	0.576470588235294	"Pale Violet Red"	121
46	45	50	10709020858	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
245	245	245	2025236844	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
47	79	79	4985620457	0.184313725490196	0.309803921568627	0.309803921568627	"Dark Slate Gray"	143
46	45	50	4985620457	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
245	245	245	4584517066	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
250	240	230	4584517066	0.980392156862745	0.941176470588235	0.901960784313726	"Linen"	22
46	45	50	4110276	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
220	220	220	4110276	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
245	245	245	4110276	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
230	230	250	4110276	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
169	169	169	5363467694	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
128	128	128	2372376626	0.501960784313725	0.501960784313725	0.501960784313725	"Gray (W3C)"	141
169	169	169	2372376626	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
190	190	190	2372376626	0.745098039215686	0.745098039215686	0.745098039215686	"Gray (X11)"	137
188	143	143	2372376626	0.737254901960784	0.56078431372549	0.56078431372549	"Rosy Brown"	1
0	0	0	7807303589	0	0	0	"Black"	145
46	45	50	7807303589	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
220	220	220	4985620457	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
72	61	139	4985620457	0.282352941176471	0.23921568627451	0.545098039215686	"Dark Slate Blue"	100
220	220	220	1305359	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
211	211	211	1305359	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
169	169	169	16238488	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
220	220	220	16238488	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
176	196	222	16238488	0.690196078431373	0.768627450980392	0.870588235294118	"Light Steel Blue"	90
211	211	211	16238488	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
220	220	220	16238488	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
211	211	211	16238488	0.827450980392157	0.827450980392157	0.827450980392157	"Light Gray"	135
169	169	169	16238488	0.662745098039216	0.662745098039216	0.662745098039216	"Dark Gray"	138
176	196	222	16238488	0.690196078431373	0.768627450980392	0.870588235294118	"Light Steel Blue"	90
205	92	92	10709020858	0.803921568627451	0.36078431372549	0.36078431372549	"Indian Red"	3
0	139	139	1748785	0	0.545098039215686	0.545098039215686	"Dark Cyan"	79
189	183	107	1748785	0.741176470588235	0.717647058823529	0.419607843137255	"Dark Khaki"	42
240	230	140	4584517066	0.941176470588235	0.901960784313726	0.549019607843137	"Khaki"	40
189	183	107	4584517066	0.741176470588235	0.717647058823529	0.419607843137255	"Dark Khaki"	42
32	178	170	3095262262	0.125490196078431	0.698039215686274	0.666666666666667	"Light Sea Green"	72
220	20	60	8385956	0.862745098039216	0.0784313725490196	0.235294117647059	"Crimson"	122
210	105	30	8385956	0.823529411764706	0.411764705882353	0.117647058823529	"Chocolate"	17
178	34	34	8385956	0.698039215686274	0.133333333333333	0.133333333333333	"Firebrick"	5
205	92	92	8385956	0.803921568627451	0.36078431372549	0.36078431372549	"Indian Red"	3
219	112	147	8385956	0.858823529411765	0.43921568627451	0.576470588235294	"Pale Violet Red"	121
230	230	250	25030049	0.901960784313726	0.901960784313726	0.980392156862745	"Lavender"	93
220	220	220	25030049	0.862745098039216	0.862745098039216	0.862745098039216	"Gainsboro"	134
245	245	245	10489031499	0.96078431372549	0.96078431372549	0.96078431372549	"White Smoke"	133
250	240	230	10489031499	0.980392156862745	0.941176470588235	0.901960784313726	"Linen"	22
46	45	50	10489031499	0.180392156862745	0.176470588235294	0.196078431372549	"Black (Custom)"	144
